Product Code,Product Name,Sales,Quantity,Discount,Profit
50,"Acco Banker's Clasps, 5 3/4""-Long",31.68000125885012,11,0.0,14.88960027694702
51,"Acco Binder Covers, Clear",724.1999950408938,68,0.0,162.81999993324283
52,"Acco Binder Covers, Durable",731.1199884414677,53,0.0,265.7199945449829
53,"Acco Binder Covers, Economy",1167.7199802398682,96,0.0,354.9599943161009
54,"Acco Binder Covers, Recycled",1354.320030212402,99,0.0,406.0799922943114
55,"Acco Binder, Clear",1129.8399953842163,85,0.0,362.259998559952
56,"Acco Binder, Durable",1570.6499843597414,106,0.0,520.8100028038025
57,"Acco Binder, Economy",1530.1499862670898,117,0.0,310.5000009536742
58,"Acco Binder, Recycled",909.9200000762944,69,0.0,104.6299994587899
59,"Acco Binding Machine, Clear",4212.499900817869,91,0.0,726.3400020599362
60,"Acco Binding Machine, Durable",3243.0500564575214,67,0.0,972.3199996948243
61,"Acco Binding Machine, Economy",3031.340003967287,64,0.0,698.3599880039691
62,"Acco Binding Machine, Recycled",4116.000064849855,87,0.0,1145.8500022888186
63,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",60.3499994277954,17,0.0,28.364499092102072
64,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.8600006103516,2,0.0,9.38700008392334
65,Acco Expandable Hanging Binders,25.5200004577636,4,0.0,11.7391996383667
66,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",178.9700050354003,11,0.0,87.6953010559081
67,Acco Hanging Data Binders,3.80999994277954,1,0.0,1.82879996299744
68,"Acco Hole Reinforcements, Clear",424.31999683380155,76,0.0,48.239999219775214
69,"Acco Hole Reinforcements, Durable",456.9599986076354,62,0.0,195.24000000953666
70,"Acco Hole Reinforcements, Economy",397.3799915313718,67,0.0,49.48999983072282
71,"Acco Hole Reinforcements, Recycled",301.85999631881725,50,0.0,117.0599999949336
72,Acco Hot Clips Clips to Go,32.90000057220463,10,0.0,14.805000066757161
73,"Acco Index Tab, Clear",990.3999996185304,136,0.0,296.4799953699112
74,"Acco Index Tab, Durable",891.0199880599972,109,0.0,195.87999892234797
75,"Acco Index Tab, Economy",870.2399907112127,99,0.0,327.4199965000151
76,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",80.69999885559079,15,0.0,39.54299926757813
77,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.0400009155273,8,0.0,21.089599609375
78,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",10.7600002288818,2,0.0,5.16480016708374
79,Acco Perma 2700 Stacking Storage Drawers,89.21999931335449,3,0.0,13.38299989700317
80,Acco Perma 4000 Stacking Storage Drawers,276.0799961090088,17,0.0,41.41200137138368
81,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",15.2399997711182,4,0.0,6.85799980163574
82,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",34.3699989318848,7,0.0,16.8412990570068
83,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",30.4799995422363,8,0.0,14.32559967041016
84,"Acco Six-Outlet Power Strip, 4' Cord Length",301.69999980926525,35,0.0,78.44199991226205
85,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.039993286133,4,0.0,45.7704010009766
86,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",186.149993896484,3,0.0,55.8450012207031
87,Acco Translucent Poly Ring Binders,14.039999961853,3,0.0,6.73920011520386
88,"Accos Clamps, 12 Pack",438.8999958038339,27,0.0,56.95999979972843
89,"Accos Clamps, Assorted Sizes",611.4900007247925,40,0.0,155.28999948501595
90,"Accos Clamps, Bulk Pack",1253.2399883270268,69,0.0,509.9300050735471
91,"Accos Clamps, Metal",526.5,29,0.0,195.60000228881842
92,"Accos Paper Clips, Assorted Sizes",1059.9699945449827,94,0.0,67.08999854326242
93,"Accos Paper Clips, Bulk Pack",283.1999969482421,21,0.0,101.87999820709224
94,"Accos Paper Clips, Metal",471.4500055313114,42,0.0,53.340000092983324
95,"Accos Push Pins, 12 Pack",237.14999961853042,22,0.0,89.58000087738034
96,"Accos Push Pins, Assorted Sizes",494.76000404357944,45,0.0,53.040000781416786
97,"Accos Push Pins, Bulk Pack",624.3600082397452,51,0.0,158.09999895095814
98,"Accos Push Pins, Metal",502.640000343323,39,0.0,158.9800004959107
99,"Accos Rubber Bands, 12 Pack",300.7200050354005,25,0.0,86.57999944686892
100,"Accos Rubber Bands, Assorted Sizes",315.57000064849854,28,0.0,90.04000067710874
101,"Accos Rubber Bands, Bulk Pack",472.6000051498406,32,0.0,216.53999853134155
102,"Accos Rubber Bands, Metal",722.3999805450433,46,0.0,235.40999841690072
103,"Accos Staples, 12 Pack",689.7200040817258,73,0.0,156.41000211238872
104,"Accos Staples, Assorted Sizes",293.9999961853026,45,0.0,109.52999901771543
105,"Accos Staples, Bulk Pack",98.54999923706056,13,0.0,34.59000086784364
106,"Accos Staples, Metal",280.439992904663,26,0.0,55.92000031471257
107,"Accos Thumb Tacks, 12 Pack",410.7799959182738,37,0.0,74.40000104904172
108,"Accos Thumb Tacks, Assorted Sizes",478.5900030136106,46,0.0,48.450000286102274
109,"Accos Thumb Tacks, Bulk Pack",392.1600017547608,36,0.0,67.79000115394592
110,"Accos Thumb Tacks, Metal",253.0000038146972,22,0.0,34.82999992370603
111,"Acme 10"" Easy Grip Assistive Scissors",420.7200088500979,24,0.0,126.215997695923
112,Acme Box Cutter Scissors,265.9800052642824,26,0.0,69.1547999382019
113,"Acme Box Cutter, Easy Grip",1800.179962158202,49,0.0,424.00000619888334
114,"Acme Box Cutter, High Speed",1323.0,40,0.0,564.9599990844725
115,"Acme Box Cutter, Serrated",724.5,26,0.0,204.47999858856195
116,"Acme Box Cutter, Steel",892.7999877929681,28,0.0,132.8400006294252
117,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",34.20000076293949,5,0.0,9.233999848365789
118,Acme Design Stainless Steel Bent Scissors,88.9200019836426,13,0.0,24.00840020179746
119,Acme Elite Stainless Steel Scissors,75.0600013732911,9,0.0,19.51560020446778
120,Acme Forged Steel Scissors with Black Enamel Handles,204.8200016021729,22,0.0,59.397799015045166
121,Acme Galleria Hot Forged Steel Scissors with Colored Handles,157.299999237061,10,0.0,45.6169996261597
122,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",291.9000015258789,21,0.0,84.6510009765625
123,Acme Kleen Earth Office Shears,34.92000102996834,9,0.0,10.12680029869079
124,Acme Kleencut Forged Steel Scissors,17.2199993133545,3,0.0,5.16599988937378
125,"Acme Letter Opener, Easy Grip",1955.9499816894531,73,0.0,658.9099893569946
126,"Acme Letter Opener, High Speed",523.6399841308594,22,0.0,134.95999956130993
127,"Acme Letter Opener, Serrated",1432.8899993896493,56,0.0,464.3800070285796
128,"Acme Letter Opener, Steel",1256.9400100707996,47,0.0,410.879997253418
129,Acme Office Executive Series Stainless Steel Trimmers,77.12999725341803,9,0.0,20.053799629211433
130,Acme Preferred Stainless Steel Scissors,90.8799982070923,16,0.0,26.35520005226136
131,"Acme Ruler, Easy Grip",379.75000381469727,22,0.0,67.59000110626214
132,"Acme Ruler, High Speed",579.2799911499015,41,0.0,39.60000061988828
133,"Acme Ruler, Serrated",460.4099979400635,39,0.0,93.4399983882904
134,"Acme Ruler, Steel",668.580017089844,45,0.0,195.91999864578244
135,"Acme Scissors, Easy Grip",1280.8399791717552,52,0.0,373.40999841690103
136,"Acme Scissors, High Speed",1221.1199989318834,53,0.0,206.03999853134184
137,"Acme Scissors, Serrated",1601.4599609375007,79,0.0,119.56000310182567
138,"Acme Scissors, Steel",811.4399909973141,38,0.0,253.68000078201283
139,Acme Serrated Blade Letter Opener,6.3600001335144,2,0.0,0.0636000037193298
140,"Acme Shears, Easy Grip",1460.3000335693357,35,0.0,289.37000274658214
141,"Acme Shears, High Speed",1830.3999633789062,41,0.0,649.619994163513
142,"Acme Shears, Serrated",1616.159975051879,41,0.0,289.3999974727629
143,"Acme Shears, Steel",591.8400115966795,14,0.0,166.4999961853028
144,Acme Softgrip Scissors,81.400001525879,10,0.0,23.6060009002686
145,Acme Stainless Steel Office Snips,29.07999944686891,4,0.0,7.8516000509262005
146,Acme Tagit Stainless Steel Antibacterial Scissors,108.90000152587899,11,0.0,29.40299987792972
147,Acme Titanium Bonded Scissors,68.0,8,0.0,17.68000030517579
148,"Acme Trimmer, Easy Grip",2063.599983215333,48,0.0,447.4600129127503
149,"Acme Trimmer, High Speed",2035.8200607299827,49,0.0,610.6699838638303
150,"Acme Trimmer, Serrated",1566.5399627685547,46,0.0,280.37999522686005
151,"Acme Trimmer, Steel",1773.8599891662602,49,0.0,490.0000002384184
152,Acme Value Line Scissors,62.050000190734735,17,0.0,18.61500048637391
153,Acrylic Self-Standing Desk Frames,74.76000213623054,28,0.0,28.40880084037781
154,"Adams ""While You Were Out"" Message Pads",62.79999923706045,20,0.0,28.259999752044678
155,"Adams Phone Message Book, 200 Message Capacity, 8 1/16ÔÇØ x 11ÔÇØ",227.04000282287592,33,0.0,104.43840074539166
156,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",99.96000003814672,17,0.0,48.980401754379265
157,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.4400048255921,28,0.0,111.72000241279612
158,"Adams Telephone Message Books, 5 1/4ÔÇØ x 11ÔÇØ",42.2799987792969,7,0.0,19.8715991973877
159,Adjustable Depth Letter/Legal Cart,5988.180114746102,33,0.0,1736.5729827880862
160,Adjustable Personal File Tote,179.0800056457519,11,0.0,46.560799598693805
161,Adtran 1202752G1,881.929992675781,7,0.0,229.302001953125
162,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1009.0199928283698,18,0.0,279.84479618072544
163,"Advantus Clamps, 12 Pack",467.9999904632568,27,0.0,92.24999976158138
164,"Advantus Clamps, Assorted Sizes",954.1800022125251,64,0.0,109.92000055313105
165,"Advantus Clamps, Bulk Pack",758.740001678467,47,0.0,264.61999893188465
166,"Advantus Clamps, Metal",271.7400016784667,14,0.0,93.7799997329712
167,"Advantus Clock, Black",1627.3499908447275,36,0.0,469.1600008010862
168,"Advantus Clock, Duo Pack",1406.3000144958505,29,0.0,245.5000042915343
169,"Advantus Clock, Durable",1468.739959716796,33,0.0,188.92000293731695
170,"Advantus Clock, Erganomic",800.1599769592282,16,0.0,140.81999990344048
171,"Advantus Door Stop, Black",1410.939979553224,37,0.0,357.29999828338623
172,"Advantus Door Stop, Duo Pack",841.6800041198742,22,0.0,181.2000007629394
173,"Advantus Door Stop, Durable",729.0400085449213,22,0.0,177.70000398159019
174,"Advantus Door Stop, Erganomic",1687.800035476685,39,0.0,335.5299968719487
175,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",649.5300064086919,21,0.0,266.3068952560422
176,"Advantus Frame, Black",2481.679954528808,28,0.0,344.84000015258766
177,"Advantus Frame, Duo Pack",2557.140029907229,25,0.0,925.6499938964848
178,"Advantus Frame, Durable",3893.400032043458,39,0.0,523.1099872589109
179,"Advantus Frame, Erganomic",3694.579994201664,38,0.0,1219.6599578857422
180,"Advantus Light Bulb, Black",443.7900009155271,23,0.0,188.8199996948243
181,"Advantus Light Bulb, Duo Pack",650.8699874877927,34,0.0,99.08000040054327
182,"Advantus Light Bulb, Durable",336.3000030517579,24,0.0,56.099998950958216
183,"Advantus Light Bulb, Erganomic",423.6400070190427,26,0.0,104.99999547004693
184,Advantus Map Pennant Flags and Round Head Tacks,43.45000076293946,11,0.0,13.90400052070618
185,Advantus Motivational Note Cards,91.7000007629395,7,0.0,44.9330015182495
186,Advantus Panel Wall Acrylic Frame,43.76000070571895,8,0.0,18.81680059432979
187,Advantus Panel Wall Certificate Holder - 8.5x11,231.8000011444094,19,0.0,97.3560018539429
188,"Advantus Paper Clips, Assorted Sizes",973.7999944686885,88,0.0,228.18000251054755
189,"Advantus Paper Clips, Bulk Pack",206.3599967956543,16,0.0,43.39999961853027
190,"Advantus Paper Clips, Metal",566.4200019836421,45,0.0,132.83000040054313
191,"Advantus Photo Frame, Black",2172.179988861084,43,0.0,208.5300018787383
192,"Advantus Photo Frame, Duo Pack",1856.3999938964862,39,0.0,747.0299873352045
193,"Advantus Photo Frame, Durable",933.520000457763,22,0.0,206.9000000953675
194,"Advantus Photo Frame, Erganomic",2597.2000045776363,57,0.0,1027.3100023269649
195,Advantus Plastic Paper Clips,185.0,37,0.0,88.7999987602233
196,Advantus Push Pins,39.24000072479244,18,0.0,16.08840012550354
197,"Advantus Push Pins, 12 Pack",397.3199892044067,31,0.0,163.79999637603737
198,"Advantus Push Pins, Aluminum Head",139.43999814987174,24,0.0,43.22640013694769
199,"Advantus Push Pins, Assorted Sizes",463.32000637054455,40,0.0,144.0000009536743
200,"Advantus Push Pins, Bulk Pack",250.1200046539306,20,0.0,71.21999883651728
201,"Advantus Push Pins, Metal",446.2000026702882,34,0.0,64.73999917507174
202,Advantus Rolling Drawer Organizers,808.0799865722661,21,0.0,210.1010017395023
203,Advantus Rolling Storage Box,291.5500011444094,17,0.0,78.71850109100362
204,"Advantus Rubber Bands, 12 Pack",656.8200073242183,43,0.0,135.24000369012347
205,"Advantus Rubber Bands, Assorted Sizes",477.3599929809569,36,0.0,141.84000015258795
206,"Advantus Rubber Bands, Bulk Pack",547.4700050354008,33,0.0,180.17999458312977
207,"Advantus Rubber Bands, Metal",545.8600006103507,39,0.0,118.81999945640574
208,Advantus SlideClip Paper Clips,27.2799987792968,8,0.0,13.09439992904663
209,"Advantus Stacking Tray, Black",925.0500011444101,42,0.0,341.9399967193603
210,"Advantus Stacking Tray, Durable",1160.280033111572,44,0.0,352.4399991035461
211,"Advantus Stacking Tray, Erganomic",1044.0599937438965,44,0.0,265.9299998283384
212,"Advantus Staples, 12 Pack",305.27000093460094,31,0.0,44.86000061035157
213,"Advantus Staples, Assorted Sizes",288.080005645752,38,0.0,58.22000032663344
214,"Advantus Staples, Bulk Pack",340.2800064086917,34,0.0,113.67000102996825
215,"Advantus Staples, Metal",611.2199792861942,61,0.0,162.96999895572657
216,Advantus T-Pin Paper Clips,31.56999969482417,7,0.0,12.31230044364929
217,"Advantus Thumb Tacks, 12 Pack",429.6600112915037,35,0.0,32.51999950408934
218,"Advantus Thumb Tacks, Assorted Sizes",500.4799966812135,55,0.0,42.89999949932097
219,"Advantus Thumb Tacks, Bulk Pack",539.070001602173,44,0.0,79.60000133514416
220,"Advantus Thumb Tacks, Metal",315.330006599426,26,0.0,46.37999904155735
221,Airmail Envelopes,419.649993896485,5,0.0,197.2352066040042
222,Akro Stacking Bins,47.339999675750704,6,0.0,1.8936000168323521
223,Akro-Mils 12-Gallon Tote,49.650001525878906,5,0.0,14.39849996566773
224,"Alliance Big Bands Rubber Bands, 12/Pack",29.69999980926509,15,0.0,0.0
225,Alliance Rubber Bands,13.4399995803833,8,0.0,0.537599995732307
226,"Alliance Super-Size Bands, Assorted Sizes",147.8200016021729,19,0.0,1.478200003504752
227,Alphabetical Labels for Top Tab Filing,399.6000022888181,27,0.0,199.80000114440918
228,Aluminum Document Frame,146.63999843597412,12,0.0,43.99200010299688
229,Aluminum Screw Posts,183.120002746582,12,0.0,91.560001373291
230,AmazonBasics 3-Button USB Wired Mouse,48.9299983978271,7,0.0,21.03990077972412
231,American Pencil,48.92999839782717,21,0.0,14.18970024585723
232,"Ames Business Envelopes, Recycled",637.440006256104,42,0.0,223.4400019645691
233,"Ames Business Envelopes, Security-Tint",717.359986305237,50,0.0,165.44999796152112
234,"Ames Business Envelopes, Set of 50",248.4599990844728,18,0.0,48.14999961853031
235,"Ames Clasp Envelope, Recycled",78.0,15,0.0,14.94000005722048
236,"Ames Clasp Envelope, Security-Tint",259.2000064849856,34,0.0,60.18000036478044
237,"Ames Clasp Envelope, Set of 50",213.6000003814699,33,0.0,85.17000198364262
238,"Ames Clasp Envelope, with clear poly window",272.0799961090088,27,0.0,43.77000017464164
239,Ames Color-File Green Diamond Border X-ray Mailers,755.820007324218,9,0.0,355.2353973388674
240,"Ames Interoffice Envelope, Recycled",1319.5799560546864,45,0.0,349.8799982070922
241,"Ames Interoffice Envelope, Security-Tint",1663.1999816894527,40,0.0,695.6999855041507
242,"Ames Interoffice Envelope, Set of 50",631.6799964904787,14,0.0,216.870000839233
243,"Ames Interoffice Envelope, with clear poly window",1978.8399772644027,45,0.0,321.9799942970275
244,"Ames Mailers, Recycled",1097.2500152587893,37,0.0,295.00999921560276
245,"Ames Mailers, Security-Tint",1921.7699899673462,82,0.0,489.2400119304656
246,"Ames Mailers, Set of 50",1505.699989318849,47,0.0,344.9400026798249
247,"Ames Mailers, with clear poly window",1134.749984741211,52,0.0,424.80000162124657
248,"Ames Manila Envelope, Recycled",806.309993743896,37,0.0,217.47999823093423
249,"Ames Manila Envelope, Security-Tint",1318.380001068116,56,0.0,443.82000303268444
250,"Ames Manila Envelope, Set of 50",716.0100002288812,33,0.0,96.81000113487252
251,"Ames Manila Envelope, with clear poly window",715.1599922180174,30,0.0,211.5000009536744
252,"Ames Peel and Seal, Recycled",1468.620006561278,96,0.0,336.36000657081604
253,"Ames Peel and Seal, Security-Tint",681.9100074768066,37,0.0,164.2900028228759
254,"Ames Peel and Seal, Set of 50",629.2300138473507,42,0.0,76.49999954551453
255,"Ames Peel and Seal, with clear poly window",733.5899963378916,35,0.0,283.31999857723713
256,Ampad #10 Peel & Seel Holiday Envelopes,53.75999927520748,12,0.0,25.80479955673221
257,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",15.259999752044699,7,0.0,7.1722002029419
258,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",92.60999870300283,21,0.0,42.60060000419618
259,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ┬¥ÔÇØ x 11ÔÇØ",124.7999954223633,20,0.0,56.15999984741204
260,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",27.23999977111818,6,0.0,12.25800013542175
261,"Angle-D Binders with Locking Rings, Label Holders",58.399999618530195,8,0.0,27.448000431060812
262,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,79.9599990844727,4,0.0,22.3887996673584
263,Anker Astro 15000mAh USB Portable Charger,399.9200057983396,8,0.0,15.996799707412709
264,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,59.9700012207031,3,0.0,0.0
265,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,419.7899856567388,21,0.0,96.5516986846924
266,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,419.8599948883052,14,0.0,41.98600053787235
267,"Apple Audio Dock, Cordless",2715.840087890624,16,0.0,403.8600025177002
268,"Apple Audio Dock, Full Size",5662.059875488285,41,0.0,864.4999952316284
269,"Apple Audio Dock, VoIP",6233.9199523925745,45,0.0,1052.129995346069
270,"Apple Audio Dock, with Caller ID",6953.750000000003,47,0.0,1313.8699913024905
271,Apple EarPods with Remote and Mic,139.9500007629394,5,0.0,39.1860008239746
272,"Apple Headset, Cordless",3221.9900360107417,51,0.0,645.9800062179567
273,"Apple Headset, Full Size",4522.700084686282,68,0.0,1369.6600074768064
274,"Apple Headset, VoIP",2102.7000045776367,35,0.0,458.21000623703003
275,"Apple Headset, with Caller ID",3443.22003555298,52,0.0,756.8099918365483
276,"Apple Office Telephone, Cordless",2429.9699630737305,40,0.0,1167.669973373413
277,"Apple Office Telephone, Full Size",2662.800025939942,43,0.0,713.2799835205083
278,"Apple Office Telephone, VoIP",2287.950042724609,35,0.0,892.799995422363
279,"Apple Office Telephone, with Caller ID",1849.6000061035174,39,0.0,433.46000242233265
280,"Apple Signal Booster, Cordless",8869.26013183594,78,0.0,922.8000073432924
281,"Apple Signal Booster, Full Size",3402.520050048829,29,0.0,960.6600046157832
282,"Apple Signal Booster, VoIP",3190.600067138671,25,0.0,478.1599922180178
283,"Apple Signal Booster, with Caller ID",4649.00994110108,39,0.0,556.5699987411501
284,"Apple Smart Phone, Cordless",8908.199829101575,16,0.0,2678.610000610351
285,"Apple Smart Phone, Full Size",63707.000366210945,116,0.0,10844.950028419498
286,"Apple Smart Phone, with Caller ID",6952.240051269531,19,0.0,3308.4719791412404
287,"Apple Speaker Phone, Cordless",2385.5600357055673,25,0.0,421.23999834060675
288,"Apple Speaker Phone, Full Size",2616.389923095704,25,0.0,479.36998915672245
289,"Apple Speaker Phone, VoIP",7609.050064086917,68,0.0,2694.9800224304204
290,"Apple Speaker Phone, with Caller ID",2589.300033569337,27,0.0,336.32999467849794
291,Apple iPhone 5,5848.47009277344,9,0.0,1579.088043212893
292,Apple iPhone 5C,699.929992675781,7,0.0,181.981994628906
293,Apple iPhone 5S,569.989990234375,1,0.0,170.996994018555
294,Array Memo Cubes,46.6199998855591,9,0.0,22.84380054473879
295,"Array Parchment Paper, Assorted Colors",94.6400022506714,13,0.0,45.42720031738283
296,Artistic Insta-Plaque,156.8000030517577,10,0.0,61.152000427245994
297,Assorted Color Push Pins,19.90999937057494,11,0.0,6.57029998302459
298,Astroparche Fine Business Paper,110.880000114441,21,0.0,53.222400665283075
299,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",1979.880020141601,12,0.0,593.9639968872073
300,Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.929992675781,7,0.0,296.066986083984
301,Ativa V4110MDD Micro-Cut Shredder,7699.89013671875,11,0.0,3772.94995117188
302,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3392.740051269526,13,0.0,882.1119995117181
303,Avanti 1.7 Cu. Ft. Refrigerator,1413.719970703126,14,0.0,395.842010498046
304,Avanti 4.4 Cu. Ft. Refrigerator,2352.740020751953,13,0.0,658.766983032227
305,Avaya 5420 Digital phone,1214.910003662109,9,0.0,303.726997375488
306,Avaya IP Phone 1140E VoIP phone,1394.94995117188,5,0.0,362.68701171875
307,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",20.65000057220464,5,0.0,9.498999834060669
308,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.319998741149902,3,0.0,14.407200336456299
309,"Avery 3-Hole Punch, Clear",2286.6099758148184,90,0.0,263.39999914169323
310,"Avery 3-Hole Punch, Durable",1742.6200370788576,69,0.0,626.6500010490415
311,"Avery 3-Hole Punch, Economy",525.9200077056888,30,0.0,189.55000066757208
312,"Avery 3-Hole Punch, Recycled",2173.709995269777,77,0.0,351.78000259399437
313,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",915.9000091552725,30,0.0,421.3138122558594
314,Avery 473,248.3999977111818,24,0.0,119.23200130462646
315,Avery 474,46.080001831054645,16,0.0,22.57920074462895
316,Avery 475,266.4000015258787,18,0.0,133.2000007629396
317,Avery 476,74.34000110626236,18,0.0,34.196399092674255
